iter	Logloss
0	0.6404972904
1	0.5917364188
2	0.5461799501
3	0.5047301805
4	0.4701960089
5	0.4356275939
6	0.4050568735
7	0.3756226564
8	0.3456669936
9	0.3235880865
10	0.3016533231
11	0.2844867484
12	0.2663242445
13	0.2495670707
14	0.2351343697
15	0.222003052
16	0.2098858994
17	0.1983094223
18	0.1879373948
19	0.1787425364
20	0.1670550793
21	0.1589716871
22	0.1506299624
23	0.1440118722
24	0.1374569405
25	0.1316704703
26	0.1264822646
27	0.1212868255
28	0.1150157676
29	0.1105845045
30	0.1067471411
31	0.1029526308
32	0.09860874008
33	0.09520851564
34	0.09203916704
35	0.08894538785
36	0.08644040244
37	0.0840195705
38	0.08182549974
39	0.07971820758
40	0.07755818282
41	0.07579327352
42	0.07406318324
43	0.07282238147
44	0.07112803439
45	0.06964012162
46	0.06791401668
47	0.06665772862
48	0.06548420099
49	0.06438663425
50	0.06346705996
51	0.062432117
52	0.06146530364
53	0.06049189516
54	0.05964300902
55	0.05843689245
56	0.05754738862
57	0.05678133741
58	0.05569839878
59	0.05509261477
60	0.05383290112
61	0.05328523939
62	0.05276107101
63	0.05229843125
64	0.05134085773
65	0.05051704197
66	0.05024336059
67	0.049779131
68	0.04943106946
69	0.04910905753
70	0.04845317424
71	0.04774602411
72	0.04747712737
73	0.04718158281
74	0.0465886087
75	0.04637763546
76	0.04618505475
77	0.04563978754
78	0.04541165132
79	0.04518352118
80	0.04470140911
81	0.04423760909
82	0.04398195785
83	0.0438474819
84	0.0436363662
85	0.04350785606
86	0.0433690291
87	0.04324810032
88	0.04307204883
89	0.04291962968
90	0.04266423158
91	0.04252289241
92	0.04216764254
93	0.04193053363
94	0.04184812597
95	0.0417813211
96	0.04144335999
97	0.04116830435
98	0.04110270654
99	0.04084579274
100	0.04076271132
101	0.04066947874
102	0.04062366651
103	0.04038155266
104	0.04033726314
105	0.04029119204
106	0.04025266
107	0.04022402353
108	0.04010796692
109	0.03989057255
110	0.0397797294
111	0.03976348447
112	0.03974097926
113	0.03966621597
114	0.03953136901
115	0.03939451468
116	0.0392488186
117	0.03922193076
118	0.0391522453
119	0.03901719831
120	0.03896722248
121	0.03885183033
122	0.03866925209
123	0.03864340151
124	0.03858401349
125	0.03851697426
126	0.03847986191
127	0.0384727787
128	0.03844901106
129	0.03840548378
130	0.03835434024
131	0.03826272784
132	0.0381929742
133	0.03815994327
134	0.03810835792
135	0.03800779544
136	0.03791416812
137	0.03786803956
138	0.03777056107
139	0.03773755145
140	0.03767654295
141	0.03765586667
142	0.03765586315
143	0.03764382593
144	0.03762398565
145	0.03759298919
146	0.03752610436
147	0.037485527
148	0.03743102218
149	0.03741849015
150	0.03740589072
151	0.03740132303
152	0.03733420894
153	0.0373175374
154	0.03727852607
155	0.03724648423
156	0.03724646762
157	0.03720499468
158	0.03719201564
159	0.0371292588
160	0.0370892236
161	0.03701284611
162	0.03691486949
163	0.03680852561
164	0.03679321069
165	0.03675920961
166	0.03674572372
167	0.03671555912
168	0.03668379376
169	0.03666973577
170	0.03662639611
171	0.03656671801
172	0.03653685981
173	0.03646762648
174	0.03644510047
175	0.03639891155
176	0.0363725563
177	0.036358839
178	0.03630838164
179	0.03628734644
180	0.03625748252
181	0.03625748061
182	0.03622754706
183	0.03621009639
184	0.03613419697
185	0.03608540509
186	0.03604387005
187	0.03600232328
188	0.03597481344
189	0.03592783215
190	0.03590973715
191	0.03587711426
192	0.03585305439
193	0.03580224729
194	0.03577885581
195	0.03574639919
196	0.03570512405
197	0.03565439575
198	0.03562815971
199	0.03559660963
200	0.03558588427
201	0.03557944056
202	0.03557944016
203	0.03556068018
204	0.03554718543
205	0.03552677647
206	0.03551546867
207	0.03548399408
208	0.03545723196
209	0.03542028685
210	0.03541200126
211	0.03536630766
212	0.035343555
213	0.03533177638
214	0.03526247721
215	0.03520193418
216	0.03514992539
217	0.03512439088
218	0.03510314442
219	0.0350619198
220	0.03503250591
221	0.03501626628
222	0.03497093107
223	0.03497092997
224	0.03493762823
225	0.03489473193
226	0.03486787289
227	0.03484111819
228	0.03482805366
229	0.03482219692
230	0.0348221933
231	0.03482219092
232	0.03478649473
233	0.03477710069
234	0.03474510655
235	0.0347326522
236	0.03472882482
237	0.03471650089
238	0.03470065602
239	0.0346955549
240	0.03468848114
241	0.03465679464
242	0.03459452146
243	0.03455525255
244	0.03454455031
245	0.03447529422
246	0.03441719054
247	0.03440600397
248	0.03436732495
249	0.03434139108
250	0.03432478704
251	0.03424762078
252	0.03424761968
253	0.0342276929
254	0.03421200088
255	0.0341470114
256	0.03414131727
257	0.03412471885
258	0.03412471747
259	0.03411214224
260	0.03409922481
261	0.03409922415
262	0.03405378328
263	0.03403962975
264	0.03403962975
265	0.03403943372
266	0.03402128712
267	0.03398443552
268	0.03395944444
269	0.03394504445
270	0.03387853071
271	0.03386844362
272	0.03384054302
273	0.03384030282
274	0.03383036043
275	0.03377730151
276	0.03376340653
277	0.03374728072
278	0.03370860921
279	0.03370290565
280	0.03369765835
281	0.03369765698
282	0.03368308964
283	0.03367370827
284	0.03365006712
285	0.03361812823
286	0.03361812673
287	0.03360836316
288	0.03358175894
289	0.03357047444
290	0.03356560043
291	0.03352993045
292	0.03346387184
293	0.03344541724
294	0.03342312968
295	0.03340159151
296	0.03339080511
297	0.0333815837
298	0.03334724157
299	0.03331499985
300	0.03331352481
301	0.03330463177
302	0.0333018801
303	0.03329374164
304	0.03326538955
305	0.0332653636
306	0.03326535896
307	0.03326535896
308	0.03326535432
309	0.03325765223
310	0.03325530681
311	0.03321652661
312	0.03318555179
313	0.03318555179
314	0.0331637559
315	0.03316375364
316	0.03314568958
317	0.03313724086
318	0.03311297542
319	0.03310734801
320	0.03310734648
321	0.03310349599
322	0.03307874501
323	0.03305976917
324	0.03302570973
325	0.03301624137
326	0.03299566526
327	0.03297734725
328	0.03292762659
329	0.03291837651
330	0.03290753421
331	0.03290753322
332	0.03287960769
333	0.03287959448
334	0.03285375149
335	0.0328410265
336	0.03284102263
337	0.03284102237
338	0.03281285255
339	0.03278983831
340	0.03278100409
341	0.03276656815
342	0.0327665631
343	0.03274025513
344	0.03274025424
345	0.03271145555
346	0.03271145555
347	0.03270287657
348	0.03265361447
349	0.03263663466
350	0.03263067114
351	0.03257618634
352	0.03255524948
353	0.03255524859
354	0.03254509772
355	0.03248661955
356	0.03248661822
357	0.03246263306
358	0.03245697374
359	0.03245697285
360	0.03242360226
361	0.03240189452
362	0.03239941662
363	0.03238436809
364	0.03233689193
365	0.03230327026
366	0.03230326672
367	0.03230325721
368	0.0322876827
369	0.03228623736
370	0.03228623393
371	0.03227939664
372	0.03226709614
373	0.03226709448
374	0.03224300308
375	0.03221058101
376	0.03217451634
377	0.03216389708
378	0.03212142173
379	0.03209195404
380	0.03208612259
381	0.03207184923
382	0.032040708
383	0.032027406
384	0.03202066218
385	0.03196993242
386	0.03196989848
387	0.0319587788
388	0.03194073408
389	0.03193411983
390	0.0319009666
391	0.03190095954
392	0.03187828195
393	0.03187828153
394	0.03186563889
395	0.03183938708
396	0.03182522646
397	0.03182522541
398	0.0317885218
399	0.03174780516
400	0.03173328132
401	0.03172153683
402	0.03171032863
403	0.03169177345
404	0.03166427441
405	0.03165993099
406	0.03162919803
407	0.03162919479
408	0.03158079991
409	0.03153648938
410	0.03152097539
411	0.03149230832
412	0.03144241867
413	0.03143364795
414	0.03142030622
415	0.03141681749
416	0.03141200032
417	0.03141199876
418	0.0313806989
419	0.03137176219
420	0.03132617176
421	0.03130548326
422	0.03130548127
423	0.03128746657
424	0.03127903218
425	0.03126244227
426	0.03125801195
427	0.03121777175
428	0.03121177353
429	0.03120311972
430	0.03117206432
431	0.03114443393
432	0.03113628041
433	0.03112030955
434	0.03112030927
435	0.03109859282
436	0.03109293337
437	0.03106875899
438	0.03103898078
439	0.0310177219
440	0.03101235048
441	0.03100117465
442	0.03099636921
443	0.03098534322
444	0.0309572049
445	0.0309517203
446	0.03092884204
447	0.0309005949
448	0.03089492667
449	0.03087272217
450	0.03083599949
451	0.03082963064
452	0.03082268694
453	0.03081836432
454	0.03079602521
455	0.0307841548
456	0.03076260649
457	0.03074991154
458	0.03068954455
459	0.03064419901
460	0.03061489813
461	0.03061489813
462	0.03058101425
463	0.03056302149
464	0.03051410437
465	0.03051147162
466	0.03047380091
467	0.03047379432
468	0.03045403553
469	0.03043308808
470	0.03040749421
471	0.03039127668
472	0.03036099368
473	0.03035530936
474	0.03034795407
475	0.03033320883
476	0.03032722115
477	0.03027410954
478	0.03026344121
479	0.03023657481
480	0.03022974159
481	0.03019726971
482	0.0301465834
483	0.0301351288
484	0.03007893872
485	0.03002745943
486	0.03002743919
487	0.03002133266
488	0.03002132847
489	0.03001531154
490	0.0300153113
491	0.03000128899
492	0.02999309338
493	0.02997121678
494	0.02995353827
495	0.02992762539
496	0.02991916389
497	0.02990312983
498	0.02989573388
499	0.02988338886
500	0.02988338158
501	0.02986974985
502	0.02985072073
503	0.02983596301
504	0.02980092356
505	0.02979805935
506	0.0297980546
507	0.02979150076
508	0.0297804196
509	0.0297707312
510	0.0297707282
511	0.02975465409
512	0.02973518568
513	0.02969061435
514	0.02968097212
515	0.02967558148
516	0.02966548921
517	0.02964263547
518	0.0295878636
519	0.02955268954
520	0.02954011411
521	0.02954010143
522	0.02951908183
523	0.02950440741
524	0.02950124925
525	0.0294485925
526	0.02942635829
527	0.0293891174
528	0.02933456266
529	0.02932955065
530	0.02929138634
531	0.02925805676
532	0.02925797678
533	0.02925299113
534	0.02922963255
535	0.02921514322
536	0.02921185379
537	0.02918545239
538	0.02916167938
539	0.02909966309
540	0.02909776027
541	0.02908604972
542	0.02901762778
543	0.02901182798
544	0.02900038091
545	0.02895841076
546	0.02893374946
547	0.02892994214
548	0.02891854208
549	0.02890452794
550	0.02889927196
551	0.02885692262
552	0.02883075592
553	0.02878860684
554	0.02874325431
555	0.02869302952
556	0.02864939033
557	0.02862018839
558	0.02857549113
559	0.02856850648
560	0.0285097588
561	0.02850350813
562	0.02848325732
563	0.02844886638
564	0.02844886192
565	0.02842264592
566	0.02838377863
567	0.02833563801
568	0.02832778651
569	0.02828987921
570	0.02828156791
571	0.02824586089
572	0.02821275144
573	0.02820404222
574	0.02818337124
575	0.02816393979
576	0.0281463481
577	0.02812064022
578	0.02811225232
579	0.02811224777
580	0.02810949632
581	0.02810947751
582	0.02810450068
583	0.02810233151
584	0.02809393208
585	0.0280375781
586	0.0280319901
587	0.02800544254
588	0.02799702767
589	0.02795761113
590	0.02795018982
591	0.02794067704
592	0.02792241265
593	0.02789914628
594	0.02789187532
595	0.027874826
596	0.02786376679
597	0.02785025949
598	0.02780128324
599	0.02775282656
600	0.02772392664
601	0.02771588573
602	0.02770838139
603	0.02768660249
604	0.02766036981
605	0.02764345954
606	0.02762512135
607	0.02761978534
608	0.02758349071
609	0.02757293917
610	0.0275600335
611	0.02754684887
612	0.0275367823
613	0.02753008334
614	0.02752355452
615	0.02751603096
616	0.02748105991
617	0.02745613054
618	0.02743733807
619	0.02741003366
620	0.02739375205
621	0.0273654564
622	0.02732490826
623	0.02731804443
624	0.02730941648
625	0.02730347906
626	0.02727236341
627	0.02724834464
628	0.02724226394
629	0.02723633426
630	0.02722935851
631	0.0272025384
632	0.02718423317
633	0.02716868054
634	0.02716144845
635	0.02715581275
636	0.02710756235
637	0.02708486048
638	0.02707987389
639	0.02707056436
640	0.02704152674
641	0.02702610127
642	0.02702011621
643	0.02700415361
644	0.02698687817
645	0.0269660369
646	0.02696044903
647	0.0269552862
648	0.02692551919
649	0.02689633772
650	0.0268803982
651	0.02687598799
652	0.02686273041
653	0.02683072908
654	0.02682506483
655	0.02682006255
656	0.02681493899
657	0.02680162482
658	0.02678399679
659	0.02676707208
660	0.02672818983
661	0.02671695809
662	0.02670057083
663	0.02667561379
664	0.02663254985
665	0.02662855377
666	0.02662389071
667	0.02660498912
668	0.02655793556
669	0.02652826051
670	0.02650159384
671	0.02647559363
672	0.02645178173
673	0.02642386949
674	0.02640694978
675	0.02639203261
676	0.0263681191
677	0.02636661665
678	0.02636275787
679	0.02631863401
680	0.02629051425
681	0.02626607081
682	0.02625648941
683	0.02621417198
684	0.02620988277
685	0.02617513452
686	0.02616261593
687	0.02615037932
688	0.02612366636
689	0.02609942074
690	0.02609575213
691	0.02606790591
692	0.02604172042
693	0.02601738367
694	0.026005426
695	0.02598002506
696	0.02597052229
697	0.02595165196
698	0.02592575774
699	0.02588683565
700	0.02588254481
701	0.0258787786
702	0.02586683662
703	0.0258443923
704	0.02581984185
705	0.02581572366
706	0.0257927447
707	0.02577041702
708	0.02575516797
709	0.02572427197
710	0.0257193635
711	0.02571528598
712	0.02568589589
